to (577)
covid (560)
19 (514)
19 covid (440)
of (410)
in (345)
#covid19 (303)
is (300)
for (279)
that (181)
on (179)
you (171)
to covid (171)
19 to (163)
are (162)
i (161)
this (154)
in covid (154)
covid of (153)
19 of (151)
19 in (149)
19 covid to (143)
new (142)
19 covid in (139)
19 covid of (136)
get (132)
cases (132)
to of (130)
to in (127)
from (123)
have (120)
for covid (120)
with (119)
it (117)
by (115)
has (108)
for 19 (108)
for to (106)
in of (100)
at (98)
we (98)
amp (96)
for covid 19 (96)
not (94)
to is (93)
well (90)
as (88)
on covid (88)
be (87)
19 on (86)
to #covid19 (84)
of is (84)
covid cases (82)
19 on covid (82)
vaccine (81)
covid new (81)
19 is (81)
people (80)
covid is (79)
to that (79)
to are (79)
coronavirus (78)
they (78)
more (76)
can (76)
soon (75)
19 new (75)
their (73)
all (73)
19 covid new (73)
for of (72)
#covid19 is (71)
to on (70)
well get (69)
your (68)
19 covid is (68)
so (67)
will (66)
to this (65)
to have (65)
